gene	13-IC	13-N	16-M	16-N	1-IC	1-N	1-IF	20-IC	20-M	20-IF	22-IC	22-N	22-IF	23-N	26-M	26-IF	28-M	28-N	2-IC	44-IC	44-M	44-N	44-IF	47-IC	47-N	47-IF	54-IC	54-N	54-IF	56-IC	56-M	56-N	56-IF	58-IC	58-N	58-IF	59-IC	59-N	59-IF	61-IC	61-IF	63-IC	63-N	63-IF	64-IC	64-M-2	64-M	64-N	64-IF	65-IC	65-N	65-IF	69-M	69-N	69-IF	6-IC	6-N	6-IF
ENSG00000148143	4.019702	4.22265	3.682573	4.160275	3.981853	3.968091	4.446918	3.534809	2.996389	4.163499	3.595742	3.946731	4.124328	4.916477	3.951401	4.151372	3.308885	3.929791	4.544733	4.206331	3.624101	4.735522	4.422906	3.934517	3.460743	3.327687	3.751678	4.202418	3.734439	4.257765	4.181103	4.424922	4.32553	4.153805	3.560715	4.295723	2.916477	4.539159	2.367371	4.166715	3.730096	4.589763	5.053546	4.659925	4.680324	4.673556	5.031219	4.132577	4.422906	3.420887	4.460743	3.203201	3.273516	3.618239	3.927896	4.353323	4.368768	3.979111
ENSG00000124459	2.250962	1.739848	1.765535	2.49057	1.594549	1.650765	2.620586	2.153805	1.782409	2.673556	1.646163	1.803227	1.608809	1.992768	2.451541	1.910733	1.757023	2.130931	1.505891	2.304511	2.298658	1.454176	2.147307	1.718088	1.321928	1.427606	1.627607	2.144046	1.903038	2.641546	2.217231	1.575312	1.952334	1.718088	1.70044	1.691534	2.438293	2.669027	3.217231	1.773996	1.914565	2.087463	2.550901	1.422233	2.435629	2.584963	1.790772	2.565597	1.459432	2.025029	2.372952	1.903038	1.757023	2.298658	1.550901	2.682573	1.974529	2.493135
ENSG00000129292	4.691534	4.644433	5.172728	4.495695	5.255123	3.997292	5.500483	5.099295	4.815575	5.28281	4.420887	4.56864	5.4522	4.85997	5.19456	4.061776	5.078951	4.744699	5.161888	5.26791	4.975447	4.555816	5.324811	5.636335	4.980939	5.249066	5.463361	5.012569	4.968091	5.233044	5.23764	4.36247	5.227664	4.661065	4.308885	4.794936	5.205549	4.798569	5.321207	5.059182	4.946263	5.370164	4.874797	5.075533	5.584662	5.479619	5.640679	5.269407	5.494096	5.269407	4.923625	5.307064	5.090853	5.453847	5.05398	5.081084	4.569248	5.065228
ENSG00000204001	0	0.097611	0.226509	0.505891	0	0.189034	0	0	0.163499	0	0	0.042644	0	0	0.056584	0.356144	0.443607	0.176323	0	0	0.056584	0	0	0	0.042644	0	0	0	0	0	0	0.070389	0.042644	0	0.070389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084064	0	0	0	0	0	0.056584	0
ENSG00000151704	0.070389	0.422233	0.422233	0.879706	1.104337	0.367371	0.250962	0.432959	0.411426	0.565597	0.333424	0.263034	0.85599	1.510962	0.613532	0.613532	0.275007	0.475085	0.475085	0.176323	1.035624	0.400538	0.604071	0.189034	0.356144	0.097611	0.111031	0.411426	0.411426	0.084064	0.201634	0.344828	0.765535	0.070389	0.367371	0.042644	0.464668	0.704872	0.367371	0.815575	0.31034	0.263034	0.526069	0.275007	0.056584	0.575312	0.070389	0.238787	0.238787	0.422233	0.367371	0.298658	0.070389	0.799087	0.263034	0.111031	0.9855	0.378512
ENSG00000235169	0.650765	1.361768	0.389567	0	0.443607	0.604071	0	0	1	0	0.275007	0	1.321928	0.604071	2.419539	0.516015	0	1.948601	0.443607	0	0.432959	0	0	0.422233	0.963474	0	0	0	0.641546	0.757023	0.790772	0.298658	0.871844	0.584963	0.536053	0.263034	0.739848	0.422233	0.83996	0.918386	0.536053	0	0	0	0.526069	0.978196	0	0	0.31034	0	0.831877	0	0	0	0	0.807355	0.400538	0.411426
ENSG00000137038	3.424922	3.561937	3.085765	3.456806	3.576522	3.054848	3.522307	4.065228	3.218781	3.307429	2.414136	2.792855	2.782409	2.62293	3.684819	3.806324	3.084064	3.743084	2.715893	3.910733	3.044394	2.819668	4.360364	3.15056	3.231125	2.9855	3.140779	3.044394	3	3.708187	2.944858	3.089159	3.279471	3.053111	2.807355	3.270529	3.267536	4.484783	4.226509	3.87578	4.457463	4.257765	4.248687	4.859473	4.954662	4.524816	4.63285	3.99458	4.649041	4.242603	3.534809	4.276497	4.657068	2.594549	4.302319	3.631104	3.395063	2.957915
ENSG00000278848	0	0	0.056584	0	0.014355	0	0	0	0	0	0	0	0.137504	0	0	0	0	0.028569	0	0	0	0	0	0.516015	0	0.526069	0	0.111031	0	0	0.163499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163499	0.124328	0	0	0.084064	0	0	0	0
ENSG00000186439	0	0.111031	0	3.621759	5.229972	6.999549	3.519793	1.238787	0	4.148934	0	4.486714	0	0	0.475085	7.500005	0	2.235727	0	2.042644	0.454176	1.744161	2.942984	0.678072	0	0	0.895303	2.957915	1.411426	2.477677	0	5.707911	5.697941	0.097611	5.776367	0	0	0	0	0.555816	0.014355	0.739848	4.512227	1.883621	0	0.028569	0	0.887525	0	0	3.773996	0	0	0.124328	0	0.286881	0.895303	0.201634
ENSG00000123739	4.113534	4.392317	2.513491	3.848998	3.193772	3.440952	3.776104	3.02148	2.961623	3.860963	2.691534	3.185867	2.937344	4.023255	2.505891	3.163499	3.215679	3.890447	2.794936	3.996389	3.788686	4.499527	3.840967	3.969933	3.903038	3.884598	3.956057	3.41684	3.62293	3.077243	3.605257	3.683696	2.528571	3.788686	2.250962	2.752749	3.720278	4.314697	4.204767	2.922198	2.790772	3.545968	5.086614	3.613532	3.313246	2.664483	3.757023	4.436961	2.545968	3.588565	4.028569	3.575312	3.224966	2.843984	3.419539	3.468583	2.801159	2.805292
ENSG00000125538	3.856986	2.090853	4.008989	1.903038	4.577127	2.961623	2.853996	4.866413	3.62527	2.229588	5.886062	4.961623	9.043738	4.503349	2.448901	2.763412	4.808385	4.382667	2.680324	6.783457	1.226509	2.879706	3.046142	7.701965	3.448901	6.238787	3.783457	3.617063	4.926474	4.856488	3.602884	4.721919	3.558268	7.025029	6.187649	6.579391	5.638364	3.211012	4.815063	1.752749	5.288359	7.032872	2.82985	4.293518	4.981853	4.1127	3.538538	2.629939	6.56514	6.171527	2.575312	6.297191	4.284662	8.314697	6.524189	1.687061	2.873813	3.422233
ENSG00000184584	4.615299	4.489286	4.278728	3.541019	4.502076	3.764474	4.344118	4.365273	3.849999	4.231893	4.392317	3.57289	5.081084	4.541019	4.872829	3.177918	4.313246	4.231893	4.072963	4.566815	4.908813	3.61471	4.491212	3.484138	3.746313	2.462052	4.412782	4.268285	4.543496	4.444932	4.292782	4.080658	4.718088	4.048759	4.32337	4.079805	4.96116	3.966246	4.428946	4.761285	4.601697	3.28244	3.435629	3.061776	5.234195	5.134632	4.744161	4.623516	5.107269	4.976822	4.040016	4.995485	3.947666	4.179511	4.148934	3.260026	4.031219	2.541019
ENSG00000108509	3.890447	3.786596	4.440288	3.932628	4.258519	3.595742	4.120186	3.57289	3.939227	4.186659	3.404631	3.301588	3.654206	4.257011	4.260026	3.482848	4.106013	4.055716	3.565597	4.624101	4.723012	3.831877	4.188243	3.615887	3.57289	3.037382	4.07382	3.648465	3.82069	4.144862	4.018812	4.01078	4.716442	4.61471	4.255501	4.408032	4.515384	3.900142	3.955127	3.831877	4.076388	4.06264	3.619413	3.962549	3.559492	3.600508	3.990047	3.234195	3.824768	3.691534	3.916477	3.893362	3.187451	3.436961	3.404631	4.084915	3.577731	3.69488
ENSG00000059573	3.523562	3.853996	3.046142	3.360364	3.399171	2.214125	3.587365	3.964399	3.324811	3.955127	2.823749	2.863938	3.353323	3.493135	3.675816	2.179511	3.61471	4.19928	4.213347	4.049631	3.64501	2.675816	3.703765	3.618239	3.060047	2.65306	2.914565	2.691534	2.627607	4.101818	3.926948	2.589763	3.776104	3.569248	2.324811	3.594549	3.451541	3.15056	3.969012	3.163499	3.436961	3.253989	3.443607	3.288359	3.521051	4	3.258519	3.444932	3.364572	3.494416	3.201634	3.44228	3.443607	3.430285	3.641546	3.576522	3.063503	3.317594
ENSG00000181264	1.097611	1.014355	0.757023	1.618239	1.130931	0.731183	0.739848	0.545968	1.097611	0.963474	0.263034	0.321928	0.895303	0.432959	1.929791	0.925999	1.565597	0.333424	1.070389	1.378512	1.169925	1	1.201634	2.521051	0.918386	2.077243	2.327687	1.70044	0.895303	0.847997	0.992768	1.31034	1.432959	0.454176	1	0.321928	1.500802	0.815575	1.475085	1.316146	1.389567	0.575312	1.565597	0.526069	0.790772	2.157044	1.084064	1.042644	0.565597	1.035624	0.925999	0.641546	1.028569	0.286881	0.695994	1.367371	0.773996	1.664483
ENSG00000092470	3.853996	2.042644	2.339137	1.981853	2.587365	1.580145	2.978196	2.336283	2.358959	2.65764	1.709291	1.275007	2.198494	2.157044	3.478972	1.195348	2.629939	1.85997	2.786596	3.560715	1.104337	2.100978	3.331992	3.426265	1.516015	3.047887	3.295723	1.709291	2.811471	2.702658	1.794936	1.963474	2.235727	2.841973	1.879706	3.447579	2.970854	2.550901	3.0054	2.72465	2.9855	3.012569	1.929791	2.933573	2.861955	2.961623	2.336283	1.827819	2.733354	2.601697	1.807355	2.650765	2.948601	1.298658	2.508429	1.163499	1.974529	0.85599
ENSG00000137343	3.139142	2.956057	3.014355	3.224966	3.539779	2.117695	3.600508	2.885574	2.752749	3.148934	2.381283	2.454176	2.666757	3.165108	3.595742	2.114367	3.68818	3.094236	3.238787	3.204767	2.570463	2.929791	3.403268	2.767655	2.611172	2.217231	2.687061	2.693766	2.160275	3.679199	3.173127	3.061776	3.607626	3.140779	2.664483	3.215679	3.243364	2.918386	3.439623	2.687061	2.475085	3.237258	3.346248	3.544733	2.765535	2.998196	3.109361	2.432959	2.495695	2.763412	2.920293	2.849999	2.65764	2.675816	2.087463	3.206331	3.053111	3.042644
ENSG00000147509	2.550901	0.887525	2.776104	1.560715	3.224966	0.871844	3.469886	3.327687	2.232661	3.480265	2.039138	2.077243	2.375735	1.469886	1.903038	0.722466	3.867896	1.389567	3.22033	3.393691	1.22033	1.937344	3.32337	2.62293	1.521051	2.709291	3.286881	1.550901	3.50716	3.408712	3.537296	1.480265	2.247928	3.390943	1.531069	3.560715	4.292782	0.807355	4.304511	3.289834	3.82985	4.505256	1.933573	4.341274	4.329841	3.255501	4.28762	3.647315	4.403949	4.177918	2.403268	5.149341	3.800123	1.495695	3.522307	1.925999	0.970854	1.298658
ENSG00000163288	0	0	0	0.056584	0	0	0	0	0.298658	0.070389	0.042644	0	0.137504	0	0	0	0	0.526069	0.545968	0	0	0	0	0	0	0	0	0.070389	0	0	0	0.097611	0.214125	0	0.042644	0	0	0.250962	0	0	0.042644	0	0	0.056584	0	0.070389	0.070389	0.124328	0	0.286881	0.378512	0.378512	0	0	0	0	0	0
ENSG00000152253	3.634593	1.691534	2.693766	0.464668	2.163499	0.555816	2.336283	1.744161	1.063503	1.914565	1.510962	0.454176	1.618239	1.432959	2.327687	0.536053	2.587365	1.427606	2.518535	3.389567	0.344828	1.298658	2.841973	3.378512	1.978196	3.252476	2.627607	1.411426	2.087463	2.817623	1.550901	0.925999	1.438293	2.211012	0.918386	2.948601	2.060047	2.232661	2.22033	1.650765	2.443607	2.757023	1.799087	3.140779	2.871844	2.648465	2.02148	1.83996	2.107688	2.358959	1.244887	2.498251	2.372952	1.454176	2.587365	2.140779	1.937344	2.22033
ENSG00000137413	3.635754	3.484138	3.427606	2.82985	3.803227	3.003602	3.815575	3.275007	3.053111	3.459432	3.054848	3.285402	3.462052	2.980025	3.890447	2.782409	3.428946	3.127633	2.778209	3.863938	3.599318	3.72792	4.06695	2.794936	3.035624	1.773996	3.356144	3.594549	2.451541	3.893362	3.92505	2.871844	3.834913	3.152183	2.853996	3.337711	3.636915	3.542258	3.98823	3.469886	2.998196	3.395063	3.023255	3.874797	3.061776	3.137504	2.967169	3.389567	3.166715	2.899176	3.075533	2.883621	3.428946	2.82171	2.9241	3.100978	3.288359	3.017922
ENSG00000010219	4.148121	2.790772	3.065228	2.944858	3.680324	2.432959	3.519793	3.008989	3.467279	3.537296	2.786596	2.85997	3.327687	3.385431	3.955127	2.85599	3.674687	3.294253	3.498251	3.582556	3.0268	3.06695	3.464668	3.060047	3.157044	2.695994	2.198494	2.247928	2.080658	2.592158	3.22033	2.992768	3.598127	3.382667	3.211012	3.898208	2.788686	3.253989	2.702658	3.201634	3.690417	2.253989	3.169925	1.709291	3.755956	3.902074	2.863938	3.435629	3.516015	3.203201	2.592158	3.182692	3.266037	2.65764	2.899176	2.582556	2.339137	1.895303
ENSG00000078487	0.298658	1.02148	0.799087	0.613532	1.495695	0.485427	1.541019	0.773996	0.505891	0.933573	0.799087	0.879706	1.545968	1.475085	2.336283	0.575312	0.992768	0.895303	0.356144	1.226509	0.948601	0.757023	1.555816	0.910733	0.650765	0.565597	0.584963	1.280956	0.31034	1.422233	1.286881	0.978196	1.613532	0.485427	0.790772	0.321928	0.594549	1.333424	0.765535	0.704872	0.344828	0.831877	1.028569	0.910733	0.722466	1.028569	1.028569	1.169925	0.695994	0.910733	0.613532	0.432959	0.807355	1.891419	0.9855	1.02148	1.646163	1.454176
ENSG00000143184	0.613532	0.097611	1.646163	0.097611	0.739848	0.163499	1.269033	0	0	0	1.847997	0.286881	2.140779	0.555816	1.286881	0	1.584963	0	0.575312	0.910733	0.31034	0.097611	0.970854	0.887525	0.097611	1.292782	1.38405	0.321928	1.495695	0.176323	0.084064	0.356144	0.333424	1.438293	0.432959	1.339137	2.344828	0.400538	1.807355	1.176323	0.799087	0.933573	0.189034	1.077243	1.731183	0.757023	1.799087	1.111031	0.903038	0.475085	0	0.650765	1.257011	0.111031	0.505891	0.963474	0.678072	1.608809
ENSG00000148426	2.41684	1.778209	1.589763	1.871844	1.422233	0.9855	1.632268	3.485427	1.646163	2.498251	1.090853	1.41684	1.678072	2.039138	2.424922	0.992768	3.538538	2.039138	1.475085	2.558268	0.722466	2.02148	2.582556	2.555816	1.925999	2.792855	0.941106	0.992768	2.003602	3.140779	2.244887	1.580145	1.304511	2.893362	1.516015	2.799087	2.752749	2.459432	1.752749	2.01078	2.211012	0.62293	1.555816	1.070389	2.906891	1.87578	2.422233	1.316146	2.62293	2.147307	1.182692	2.084064	3.368768	2.247928	2.883621	2.901108	1.731183	2.580145
ENSG00000163507	3.516015	1.782409	2.280956	0.956057	2.189034	1.117695	3.102658	2.160275	1.782409	2.144046	1.761285	1.117695	2.538538	1.432959	2.782409	2.042644	2.720278	1.361768	3.460743	3.033863	1.22033	1.31034	2.956057	3.776104	1.627607	3.655352	2.550901	1.9855	2.107688	2.803227	2.375735	1.195348	2.316146	2.693766	1.144046	2.711495	2.386811	1.659925	2.589763	1.799087	3.035624	2.646163	1.695994	3.260026	3.122673	3.317594	2.521051	1.823749	2.533563	2.451541	1.580145	2.847997	2.899176	1.333424	2.648465	2.144046	1.459432	2.201634
ENSG00000182557	0	0.111031	0.226509	0.124328	0	0.070389	0.189034	0.137504	0.070389	0.214125	0	0.226509	1.130931	0.111031	0.263034	0	0.85599	0.137504	0	0.084064	0.378512	0.070389	0.084064	0	0.176323	0.070389	0	0.084064	0	0.070389	0	0.056584	0.823749	0	0.176323	0.070389	0	0	0.443607	0.275007	0.137504	0.286881	0.321928	0	0.056584	0.516015	0.389567	0.056584	0	0	0.124328	0.238787	0	0	0	0	0.176323	0
ENSG00000144331	0.613532	1.201634	1.063503	1.560715	2.333424	2.06695	1.144046	0.464668	0.847997	1.531069	1.400538	1	0.526069	0.933573	0.713696	2.726831	1.321928	0.298658	0.214125	0.85599	1.117695	0.505891	0.978196	0.443607	0.286881	0	0.263034	1.157044	0.659925	1.545968	2.035624	1.70044	2.166715	0.604071	1.765535	0.516015	1.464668	1.632268	0.575312	0.879706	0.613532	0.790772	1.411426	0.411426	1.035624	1.144046	1.350497	1.555816	1.339137	0.056584	1.757023	0.565597	0.176323	2.117695	1.157044	1.790772	1.063503	1.819668
ENSG00000122483	2.809414	1.687061	2.786596	1.097611	2.316146	1.867896	2.493135	2.533563	2.286881	2.381283	1.411426	1.799087	2.147307	1.669027	2.895303	1.427606	2.347666	1.765535	3.077243	3.280956	2.192194	1.691534	2.375735	2.553361	1.794936	1.505891	2.469886	2.039138	2.238787	2.608809	2.280956	1.495695	2.608809	2.056584	1.691534	2.841973	2.969012	2.41684	2.763412	2.017922	2.847997	2.57289	2.017922	2.702658	3.375735	3.393691	2.831877	2.31904	2.996389	2.548437	2.560715	2.83996	1.925999	2.204767	2.07382	1.778209	1.62293	1.304511
ENSG00000115884	6.969243	6.747119	7.176024	6.808771	6.531381	4.942045	6.249635	6.856114	7.281049	7.401733	7.87172	7.634956	7.517984	7.698218	6.233428	6.233811	8.188342	7.63706	8.008877	6.33235	3.9241	7.749735	7.020035	6.690417	7.240887	7.377731	6.24165	5.920532	7.094236	8.280353	7.481477	7.389395	6.080231	8.975647	6.479295	8.86335	8.13863	7.58819	7.897119	7.631541	7.873936	8.029839	7.039358	8.007027	8.64753	7.106118	8.327193	7.233428	8.023144	7.468991	7.229492	7.801029	7.223905	7.786727	8.383186	7.094236	7.516409	7.432291
ENSG00000189431	1.257011	1.664483	2.295723	1.575312	1.948601	0.555816	2.378512	1.304511	2.419539	2.477677	2.99458	2.879706	3.129283	3.235727	1.327687	1.195348	1.867896	1.887525	2.247928	2.250962	0.163499	1.95977	1.811471	0.799087	2.746313	1.084064	2.31904	2.039138	1.31034	2.127633	3.200065	1.655352	0.847997	2.767655	1.077243	2.813525	1.778209	1.786596	2.039138	2.662205	2.269033	0.378512	2.22033	1.007196	2.277985	1.819668	2.788686	1.978196	1.948601	2.634593	1.87578	2.094236	2.722466	1.62293	3.478972	0.263034	1.978196	0.422233
ENSG00000099260	5.101398	5.179511	4.44228	5.133399	5.008541	5.266787	5.487358	5.429951	5.071677	5.772677	4.313971	5.176722	5.103917	4.990955	2.93546	5.566815	3.612352	5.164706	4.964861	4.940637	5.592756	5.810186	5.142822	2.748461	4.614121	2.107688	5.911452	6.07232	5.224195	4.883132	5.273143	5.762349	5.294253	3.795975	5.480588	4.106851	5.746313	5.048759	5.999775	4.714246	4.953265	6.47135	5.721646	5.794416	5.157852	4.129283	5.415826	6.057234	4.819668	4.834408	5.910493	4.790772	3.777157	4.944858	5.1815	3.430285	5.238405	3.769772
ENSG00000163646	0	0	0	0.056584	0	0.214125	0	0.238787	0.056584	0	0	0	0.124328	0	0	0	0	0	0.163499	0.124328	0	0	0	0.275007	0	0	0	0	0.201634	0	0.042644	0.042644	0	0	0.042644	0	0.275007	0	0.070389	0	0.070389	0.056584	0	0	0	0	0.070389	0	0	0	0	0	0	0	0	0.056584	0.163499	0.214125
ENSG00000085871	3.397803	5.3875	3.794936	4.574102	4.302319	4.329124	4.269781	4	3.558268	4.014355	3.407353	4.518535	3.794936	4.720278	4.277985	5.116448	3.80426	5.379898	4.7703	3.372952	3.811471	5.85997	3.648465	4.295723	5.830103	4.138323	3.966246	5.011227	3.798051	3.874797	3.966246	5.445263	4.279471	4.731726	4.399171	4.692092	3.980025	6.263222	4.465322	4.838448	4.20085	3.475085	5.374692	3.246408	4.192194	4.401903	5.009885	4.658211	4.486714	4.748998	5.445925	3.82985	3.655352	5.096346	4.717539	3.49057	5.740658	3.592158
ENSG00000204172	2.553361	2.879706	2.680324	3.109361	2.901108	2.370164	2.82171	2.195348	2.558268	2.440952	1.327687	1.304511	1.9855	2.02148	3.440952	2.482848	3.121015	2.424922	1.469886	2.70044	3.327687	2.648465	3.075533	2.229588	2.286881	2.140779	2.981853	3.030336	2.339137	3.517276	4.06695	3.237258	3.538538	1.646163	1.361768	1.944858	3.508429	2.788686	3.499527	2.765535	2.575312	2.801159	3.462052	3.229588	2.446256	2.257011	2.495695	2.353323	2.238787	1.967169	3.090853	2.298658	2.244887	2.01078	2.361768	2.702658	2.99458	2.260026
ENSG00000169306	0.056584	0.028569	0	0.604071	0	0.321928	0.042644	0.124328	0	0	0	0.111031	0.124328	0.275007	0	0.238787	0.111031	0.298658	0	0.189034	0.584963	0.070389	0.15056	0.111031	0.028569	0	0	0.226509	0.070389	0.097611	0	0.226509	0.028569	0	0.226509	0.097611	0.070389	0.189034	0.084064	0.238787	0.15056	0	0.879706	0.097611	0.189034	0.238787	0.333424	0.298658	0.137504	0.084064	0.505891	0.056584	0.028569	0.485427	0.084064	0.070389	0.070389	0
ENSG00000091157	3.809414	4.408712	4.228049	4.275752	4.564988	4.238023	4.086614	4.225738	4.566815	4.009885	3.365972	3.64501	4.08151	4.088311	4.549053	3.611172	4.118526	4.471187	3.958843	4.363171	4.484783	3.543496	4.558268	4.124328	4.389567	2.604071	4.859473	4.442943	3.849999	4.689858	4.581351	4.434295	5.233044	4.167519	4.527321	4.409391	4.469235	4.061776	4.353323	3.85997	3.970854	3.609991	4.330558	3.434295	3.767655	4.648465	4.590961	4.708187	3.989139	3.594549	3.927896	4.169925	3.434295	4.229588	4.017922	4.303781	3.93546	4.519793
ENSG00000146833	3.077243	3.127633	2.769772	3.246408	3.405992	2.414136	3.193772	3.089159	3.185867	3.38405	2.93546	2.784504	3.395063	3.28244	4.1127	2.244887	3.148934	3.171527	2.901108	3.412782	3.244887	3.344828	3.32337	2.742006	2.773996	2.570463	3.512227	3.161888	2.980025	3.687061	3.24184	2.954196	3.499527	2.963474	2.759156	3.01614	3.646163	3.292782	3.621759	3.374344	3.179511	3.104337	3.422233	3.412782	3.145677	3.440952	3.185867	3.301588	2.83996	2.767655	3.631104	2.889474	3.078951	2.733354	3.061776	3.900142	3.155425	3.769772
ENSG00000119865	2.147307	2.666757	2.695994	2.65764	2.592158	2.713696	2.709291	2.226509	2.687061	2.615887	1.104337	1.304511	2.469886	2.560715	2.333424	2.687061	2.313246	1.871844	1.560715	2.289834	4.19456	1.794936	1.970854	2.272023	1.505891	0.545968	2.263034	3.204767	1.843984	2.375735	1.925999	2.592158	3.498251	0.85599	3.056584	0.847997	2.378512	2.904966	2.370164	2.599318	1.835924	1.555816	2.553361	1.757023	1.214125	3.411426	1.555816	3.046142	1.636915	0.941106	3.028569	1.372952	1.709291	2.508429	1.275007	2.456806	2.505891	1.782409
ENSG00000104804	0.189034	0.070389	0.238787	0.214125	0	0.056584	0.263034	0	0.084064	0	0.097611	0.056584	0	0.887525	0.084064	0.201634	0	0.137504	0	0.084064	0	0.807355	0	0.226509	0.15056	0	0	0.250962	0.15056	0	0	0.226509	0.163499	0.201634	0.056584	0	0	0.163499	0	0.189034	0.111031	0	0.070389	0	0	0.275007	0	1.163499	0.084064	0	0.124328	0.056584	0.070389	0.555816	0.411426	0	0.333424	0
ENSG00000225968	1.304511	0.163499	1.035624	0.189034	0.526069	0.367371	0.31034	0.495695	0.356144	0.85599	0.731183	0.097611	0.722466	0.389567	1.709291	0.201634	0.678072	0.176323	0.250962	0.895303	0.594549	0.097611	0.748461	0.333424	0.097611	0.15056	0.238787	0.111031	0.124328	0.641546	0.321928	0.422233	0.713696	0.356144	0.516015	0.201634	0.15056	0	0.321928	0.659925	0.847997	1.550901	0.356144	1.321928	0.070389	1.157044	0.321928	0.344828	0.298658	0.367371	0.214125	0.275007	0.321928	0.214125	0.124328	1.782409	0.344828	1.664483
ENSG00000088205	5.643568	4.649615	4.956986	4.997292	5.419202	4.144046	5.276869	5.036503	5.069101	5.043082	4.581954	4.491853	5.183089	5.151372	5.791033	3.901108	5.406333	5.029011	5.446256	5.398829	5.34979	4.460743	5.91241	6.041331	5.270155	5.891905	5.303415	5.102238	4.535431	5.488644	5.456149	4.622345	5.025472	5.165912	4.934045	5.214513	5.510012	4.888987	5.561632	4.844486	4.895303	5.510329	4.543496	5.699607	5.211791	5.307793	4.82273	4.749534	5.090007	5.130931	4.469235	5.180705	6.695994	5.631104	6.393348	5.62088	4.734439	5.376082
ENSG00000165338	2.260026	2.632268	3.209453	2.976364	2.675816	2.482848	3.025029	2.459432	2.257011	2.93546	1.695994	2.682573	2.367371	2.752749	3.207893	2.475085	2.523562	2.443607	2.521051	3.008989	3.550901	2.435629	2.93546	2.861955	3.286881	1.575312	3.508429	3.435629	3.148934	3.15056	3.307429	2.765535	3.070389	2.485427	2.57289	2.153805	2.144046	2.916477	2.350497	2.646163	2.495695	2.100978	2.31904	1.778209	2.577731	3.444932	2.62527	2.748461	2.127633	2.137504	2.895303	2.257011	2.480265	2	2.235727	2.422233	2.521051	1.937344
ENSG00000118946	2.560715	1.847997	1.62293	0.516015	1.560715	1.130931	1.739848	1.803227	1.691534	1.475085	0.389567	0.422233	2.301588	1.321928	1.531069	0.604071	1.827819	0.545968	1.238787	1.831877	1.238787	0.275007	1.560715	3.819668	0.704872	2.675816	2.301588	0.887525	1.613532	1.731183	1.469886	0.526069	2.195348	1.618239	1.22033	1.847997	1.575312	0.739848	2.025029	1.475085	1.831877	2.24184	0.565597	1.722466	0.925999	2.039138	1.195348	0.970854	1.713696	1.263034	0.545968	1.405992	1.367371	0.918386	1.286881	1.232661	0.739848	1.077243
